"PERSON_ID","Employee_count","contract_type","work_condition","job_category","ECONOMIC_SECTOR","PAY","Work_description","Company_category","Working_hours","job_dep"
71747,"tr_5","CDI","C","O","HZ",48991,"333c","ct_9",1876,"92"
71749,"tr_2","CDI","C","O","JA",53180,"371a","ct_9",2061,"92"
71754,"tr_6","CDI","C","O","MA",33901,"372b","ct_9",1820,"92"
71760,"tr_1","CDI","C","O","JC",39308,"388a","ct_9",1575,"75"
71768,"tr_1","CDI","P","O","IZ",8076,"561e","ct_9",1059,"75"
71770,"tr_6","CDI","C","O","PZ",52147,"342b","ct_8",3000,"75"
71775,"tr_1","CDI","N","O","TZ",21776,"563a","ct_7",2657,"75"
71776,"tr_6","CDI","C","O","GZ",24921,"534a","ct_9",1825,"93"
71777,"tr_4","CDI","P","O","PZ",24059,"422b","ct_4",1743,"94"
71778,"tr_6","CDI","C","O","MA",46362,"382a","ct_9",2145,"75"
71781,"tr_1","CDI","C","O","MA",46285,"372b","ct_9",1520,"75"
71782,"tr_4","CDI","C","O","NZ",19360,"631a","ct_9",1909,"95"
71785,"tr_6","CDI","C","O","PZ",54831,"342b","ct_8",1820,"95"
71789,"tr_6","CDI","C","O","OZ",44819,"333a","ct_1",1820,"75"
71791,"tr_5","CDI","C","O","JC",55253,"388a","ct_9",1820,"75"
71795,"tr_1","CDI","C","O","LZ",33568,"463e","ct_9",1700,"75"
71797,"tr_6","CDI","C","O","KZ",54082,"376c","ct_9",1820,"75"
71798,"tr_4","CDI","C","O","OZ",48273,"388b","ct_8",1803,"75"
71803,"tr_0","AUT","C","X","JA",12205,"564b","ct_9",1072,"78"
71807,"tr_6","CDI","N","O","JA",54663,"353b","ct_9",1778,"92"
71808,"tr_6","CDD","C","O","OZ",19682,"451g","ct_2",1712,"75"
71809,"tr_4","CDI","C","O","QB",4878,"461b","ct_8",421,"93"
71812,"tr_5","CDI","C","O","PZ",26175,"341a","ct_8",1820,"75"
71820,"tr_1","CDI","C","O","GZ",15936,"543f","ct_9",1496,"75"
71824,"tr_6","CDI","P","O","KZ",78829,"388c","ct_9",1456,"94"
71833,"tr_1","CDI","N","O","NZ",14313,"564a","ct_8",1365,"75"
71840,"tr_3","CDI","C","O","CL",72896,"373c","ct_9",1761,"28"
71845,"tr_6","CDI","C","O","QA",24019,"431f","ct_8",1820,"92"
71855,"tr_4","CDI","C","O","QB",19383,"526a","ct_8",1750,"75"
71858,"tr_0","CDD","N","O","JA",37908,"465b","ct_9",1480,"75"
71859,"tr_1","CDI","C","O","SZ",11658,"562a","ct_9",1579,"93"
71863,"tr_4","CDI","C","O","NZ",67961,"374d","ct_9",1924,"75"
71866,"tr_1","CDI","C","O","SZ",28785,"543g","ct_8",2184,"14"
71870,"tr_6","CDD","C","O","QA",28482,"373b","ct_8",2128,"75"
71873,"tr_6","CDI","C","O","PZ",27599,"331a","ct_8",1820,"75"
71876,"tr_3","CDI","C","O","QB",24763,"526d","ct_9",1900,"75"
71883,"tr_6","CDI","C","O","MB",58889,"342g","ct_5",2080,"91"
71886,"tr_0","CDI","C","O","GZ",55070,"462e","ct_9",2197,"75"
71887,"tr_6","CDI","P","O","JA",39930,"543g","ct_9",1447,"75"
71893,"tr_3","CDI","C","O","MA",70192,"374d","ct_9",1820,"75"
71909,"tr_6","CDI","C","O","QA",67182,"344a","ct_8",1958,"92"
71911,"tr_3","CDI","C","O","GZ",41127,"465a","ct_9",1318,"75"
71913,"tr_5","CDI","C","O","JC",32815,"373d","ct_9",1435,"75"
71916,"tr_1","CDI","C","O","JA",33963,"353b","ct_9",773,"75"
71917,"tr_4","CDI","C","O","GZ",51266,"374d","ct_9",1820,"92"
71919,"tr_6","CDI","C","O","HZ",18474,"643a","ct_9",1816,"75"
71921,"tr_6","CDI","C","O","JC",59255,"388c","ct_9",1820,"92"
71926,"tr_1","CDI","C","O","MA",23012,"371a","ct_9",627,"92"
71927,"tr_4","CDI","C","O","JC",56239,"434b","ct_9",1673,"92"
71929,"tr_6","CDI","C","O","OZ",40359,"524b","ct_1",1820,"75"
71941,"tr_3","CDI","C","O","MB",56965,"342f","ct_9",1820,"75"
71944,"tr_1","CDI","C","O","GZ",36815,"344d","ct_6",1813,"75"
71946,"tr_6","CDI","C","O","PZ",26643,"341a","ct_8",1876,"92"
71952,"tr_2","AUT","C","O","PZ",23723,"421b","ct_2",1850,"93"
71955,"tr_3","CDI","C","O","MC",40735,"388d","ct_9",987,"75"
71956,"tr_5","CDI","C","O","MA",32335,"372c","ct_9",1764,"92"
71957,"tr_3","CDI","C","O","HZ",30976,"652a","ct_9",1963,"94"
71965,"tr_1","CDI","C","O","CA",18514,"636c","ct_9",1716,"75"
71966,"tr_5","CDI","P","O","NZ",65535,"542a","ct_9",2471,"75"
71968,"tr_3","CDI","C","O","CC",50435,"374d","ct_9",1827,"75"
71978,"tr_6","CDI","C","O","QB",45819,"434a","ct_8",1820,"75"
71983,"tr_5","CDI","C","O","QB",15590,"526d","ct_8",1617,"92"
71994,"tr_6","CDI","C","O","MA",40754,"388a","ct_9",1820,"92"
71995,"tr_6","CDI","C","O","HZ",56330,"333c","ct_9",1820,"75"
72001,"tr_1","CDI","C","O","FZ",7427,"632g","ct_9",779,"77"
72003,"tr_6","TOA","C","O","PZ",23299,"333e","ct_1",1517,"75"
72017,"tr_6","CDI","P","O","MA",55111,"388c","ct_9",1456,"94"
72018,"tr_5","AUT","C","X","GZ",3213,"554g","ct_9",469,"75"
72023,"tr_6","CDI","C","O","NZ",24355,"372a","ct_9",1388,"75"
72027,"tr_6","CDI","C","O","NZ",18202,"534a","ct_9",1913,"45"
72030,"tr_4","CDI","C","O","NZ",16880,"628e","ct_9",1603,"92"
72032,"tr_6","CDI","C","O","OZ",38219,"333e","ct_1",1820,"75"
72033,"tr_2","CDI","P","O","QB",4302,"563a","ct_9",425,"75"
72041,"tr_6","CDI","C","O","JA",50875,"352a","ct_9",1820,"75"
72042,"tr_5","CDD","C","O","KZ",17236,"461b","ct_9",607,"75"
72045,"tr_6","CDI","C","O","HZ",14429,"521a","ct_9",1552,"91"
72046,"tr_5","CDI","C","O","QA",50598,"344a","ct_8",1844,"75"
72048,"tr_6","CDI","C","O","MC",59601,"375a","ct_9",1820,"92"
72055,"tr_5","CDI","P","O","GZ",13086,"551a","ct_9",1357,"75"
72057,"tr_2","CDI","C","O","QA",52193,"344b","ct_8",3000,"75"
72063,"tr_1","CDI","C","O","HZ",24995,"643a","ct_9",2062,"75"
72065,"tr_1","CDI","P","O","SZ",4605,"542a","ct_9",602,"75"
72069,"tr_5","CDI","C","O","MA",35485,"388a","ct_9",1079,"92"
72072,"tr_2","CDI","P","O","SZ",5420,"684a","ct_8",28,"75"
72074,"tr_6","CDI","C","O","KZ",59064,"376a","ct_9",1820,"92"
72091,"tr_2","APP","C","A","KZ",12421,"676e","ct_9",1747,"75"
72094,"tr_6","CDI","C","O","JA",35091,"353a","ct_9",1745,"75"
72095,"tr_4","CDI","C","O","MA",49838,"388a","ct_9",1561,"92"
72104,"tr_3","CDI","P","O","NZ",30337,"388a","ct_9",1376,"75"
72110,"tr_1","CDI","P","O","GZ",31262,"461b","ct_9",1184,"75"
72112,"tr_6","CDI","C","O","OZ",29569,"333e","ct_1",1820,"94"
72113,"tr_6","CDI","C","O","IZ",20821,"643a","ct_9",1764,"75"
72116,"tr_4","CDI","P","O","PZ",13865,"422c","ct_8",840,"75"
72121,"tr_1","CDD","C","O","IZ",9172,"636d","ct_9",420,"75"
72123,"tr_5","AUT","C","O","QA",11596,"632k","ct_8",1820,"75"
72124,"tr_4","CDI","C","O","HZ",60794,"373b","ct_9",1820,"92"
72125,"tr_3","CDI","C","O","MC",13336,"387c","ct_9",670,"92"
72127,"tr_1","CDI","C","O","QB",22972,"461c","ct_8",1806,"92"
72130,"tr_1","CDI","C","O","NZ",20773,"564a","ct_8",1526,"93"
72131,"tr_1","CDI","C","O","KZ",51776,"371a","ct_9",1526,"75"
72133,"tr_2","CDI","C","O","SZ",25880,"421a","ct_8",1890,"75"
72135,"tr_3","CDI","P","O","PZ",26664,"422b","ct_8",1352,"75"
72138,"tr_3","CDI","C","O","HZ",64098,"389a","ct_9",1820,"75"
72145,"tr_2","CDI","C","O","MA",50225,"382b","ct_9",1626,"75"
72147,"tr_6","CDI","C","O","QA",28104,"451h","ct_3",1647,"92"
72159,"tr_6","AUT","C","X","KZ",16641,"543e","ct_9",1653,"93"
72165,"tr_6","CDI","C","O","OZ",45648,"333a","ct_1",1820,"75"
72166,"tr_2","AUT","C","X","IZ",4564,"461b","ct_9",546,"75"
72167,"tr_6","CDI","C","O","JC",38303,"388c","ct_9",1820,"92"
72169,"tr_5","CDI","P","O","KZ",55614,"372b","ct_9",1820,"92"
72170,"tr_1","CDI","C","O","SZ",18385,"562b","ct_9",1582,"75"
72172,"tr_6","CDI","C","O","HZ",61943,"333c","ct_9",1776,"94"
72176,"tr_3","CDI","C","O","QB",780,"434d","ct_8",192,"75"
72187,"tr_6","CDI","C","O","QA",83880,"344a","ct_8",1344,"75"
72188,"tr_6","CDI","C","O","IZ",13927,"561d","ct_9",890,"75"
72193,"tr_1","CDI","C","O","IZ",7918,"561d","ct_9",868,"75"
72198,"tr_6","CDI","C","O","JC",22532,"388a","ct_9",1752,"92"
72199,"tr_1","CDI","C","O","KZ",55453,"372a","ct_9",3000,"75"
72202,"tr_6","CDI","C","O","OZ",31461,"333e","ct_1",1820,"75"
72209,"tr_3","CDI","N","O","GZ",40651,"375b","ct_9",1481,"75"
72214,"tr_5","CDI","C","O","JA",34342,"462c","ct_9",1659,"75"
72218,"tr_6","CDI","C","O","CB",58299,"461f","ct_9",1795,"75"
72221,"tr_1","CDI","C","O","JA",54729,"353b","ct_9",1820,"75"
72223,"tr_6","CDD","P","O","QA",10926,"432d","ct_3",390,"95"
72228,"tr_6","AUT","C","O","PZ",49820,"342b","ct_1",2578,"75"
72238,"tr_6","CDI","C","O","MA",54679,"372b","ct_9",1778,"92"
72246,"tr_1","CDI","C","O","MA",33020,"543e","ct_9",1745,"75"
72249,"tr_1","CDI","P","O","IZ",5000,"561c","ct_6",546,"75"
72252,"tr_6","CDI","C","O","HZ",27446,"382b","ct_9",818,"94"
72260,"tr_6","CDI","P","O","QA",5694,"344a","ct_3",182,"75"
72261,"tr_4","APP","C","A","JA",7646,"352a","ct_9",885,"75"
72268,"tr_5","CDI","P","O","KZ",14143,"461c","ct_8",916,"92"
72270,"tr_6","CDI","C","O","GZ",32766,"534a","ct_9",2403,"94"
72273,"tr_6","AUT","C","O","MB",33452,"342f","ct_1",1819,"94"
72274,"tr_6","CDI","C","O","KZ",91275,"388c","ct_9",1820,"92"
72275,"tr_3","TTP","C","O","NZ",15939,"374b","ct_9",906,"92"
72279,"tr_3","CDI","C","O","GZ",28112,"462b","ct_9",1831,"75"
72288,"tr_3","CDI","C","O","GZ",10397,"554e","ct_9",1128,"75"
72289,"tr_5","CDI","C","O","KZ",51856,"372b","ct_9",1820,"75"
72290,"tr_5","CDI","C","O","MA",66047,"371a","ct_9",1980,"75"
72301,"tr_6","AUT","C","O","QA",25074,"344c","ct_3",1846,"75"
72303,"tr_6","CDI","C","O","MA",51134,"382b","ct_9",1820,"75"
72305,"tr_1","CDI","C","O","GZ",22329,"554f","ct_9",1483,"75"
72307,"tr_3","CDI","C","O","MA",54030,"372a","ct_9",1820,"92"
72308,"tr_0","CDD","C","O","GZ",9096,"553c","ct_9",822,"75"
72309,"tr_6","CDI","C","O","JA",45125,"373b","ct_9",1796,"78"
72313,"tr_6","CDI","C","O","KZ",54035,"373c","ct_9",1325,"75"
72319,"tr_6","AUT","C","O","PZ",30300,"479a","ct_1",1820,"75"
72320,"tr_3","CDI","C","O","IZ",13051,"554a","ct_9",1113,"75"
72325,"tr_3","CDI","N","O","NZ",77899,"342b","ct_9",2124,"75"
72340,"tr_5","CDI","C","O","MA",57994,"372e","ct_9",1980,"75"
72347,"tr_1","CDI","C","O","JC",19904,"388c","ct_9",1838,"75"
72354,"tr_3","CDI","C","O","CH",11394,"681b","ct_9",908,"78"
72355,"tr_3","CDI","C","O","IZ",5954,"561b","ct_9",401,"75"
72357,"tr_4","CDI","C","O","JA",60078,"388a","ct_9",1810,"92"
72360,"tr_3","CDI","N","O","RZ",18577,"353c","ct_8",1268,"75"
72364,"tr_6","CDI","C","O","JA",52960,"352a","ct_9",2024,"92"
72368,"tr_3","AUT","C","X","RZ",10593,"465b","ct_8",1284,"92"
72381,"tr_6","CDD","C","O","QB",5521,"642b","ct_4",428,"94"
72382,"tr_1","CDI","P","O","QA",69753,"344b","ct_6",1390,"92"
72385,"tr_6","CDI","P","O","MB",47133,"524b","ct_1",1637,"94"
72386,"tr_6","AUT","C","O","OZ",22038,"421b","ct_2",1820,"75"
72387,"tr_1","CDI","N","O","NZ",23715,"564a","ct_8",2455,"75"
72391,"tr_6","CDI","C","O","LZ",31948,"372e","ct_5",1767,"75"
72394,"tr_3","CDI","C","O","PZ",27905,"341a","ct_8",1592,"92"
72399,"tr_1","CDI","C","O","SZ",11904,"562a","ct_9",1236,"36"
72405,"tr_5","CDI","C","O","NZ",32444,"381c","ct_9",1678,"77"
72407,"tr_1","CDI","C","O","MA",28961,"543g","ct_9",1770,"75"
72413,"tr_1","CDI","P","O","NZ",17958,"564a","ct_8",1611,"75"
72428,"tr_6","CDI","C","O","KZ",64085,"372b","ct_9",1623,"94"
72444,"tr_3","CDI","C","O","CI",57865,"383a","ct_9",1820,"92"
72450,"tr_6","CDI","C","O","KZ",79808,"372b","ct_9",1820,"75"
72453,"tr_3","CDI","C","O","PZ",39348,"341a","ct_8",1213,"75"
72461,"tr_2","CDI","P","O","QB",15338,"542a","ct_8",1434,"92"
72462,"tr_5","CDI","C","O","PZ",25199,"342c","ct_8",1820,"75"
72463,"tr_5","CDI","C","O","CF",70015,"385a","ct_9",1820,"92"
72464,"tr_1","CDI","N","O","TZ",25439,"563c","ct_7",1674,"75"
72466,"tr_4","CDI","C","O","MA",30555,"542a","ct_9",1821,"75"
72471,"tr_1","CDI","N","O","NZ",57396,"376d","ct_9",3000,"75"
72472,"tr_5","CDI","P","O","NZ",54954,"542a","ct_9",2471,"75"
72485,"tr_1","CDI","C","O","NZ",27531,"543f","ct_9",1625,"94"
72489,"tr_3","AUT","C","X","MA",12683,"386b","ct_9",1640,"75"
72510,"tr_4","CDD","C","O","MA",27501,"382b","ct_9",1370,"75"
72512,"tr_2","CDI","P","O","SZ",15716,"543g","ct_8",1170,"75"
72517,"tr_5","AUT","C","O","OZ",39359,"351a","ct_1",1820,"75"
72519,"tr_6","CDI","C","O","QA",30471,"451h","ct_3",1820,"75"
72520,"tr_3","CDI","C","O","PZ",27235,"421b","ct_8",1408,"75"
72521,"tr_5","CDI","C","O","MA",49405,"375b","ct_9",1690,"78"
72531,"tr_6","APP","C","A","CL",9982,"676e","ct_9",479,"78"
72534,"tr_5","CDI","C","O","KZ",25864,"376c","ct_9",663,"75"
72536,"tr_6","AUT","C","O","QA",33376,"311d","ct_3",1996,"93"
72537,"tr_6","CDI","C","O","HZ",22043,"451a","ct_9",1820,"94"
72539,"tr_1","CDI","C","O","NZ",19234,"542a","ct_9",1417,"75"
72545,"tr_5","CDI","C","O","MA",43479,"372c","ct_9",1956,"69"
72546,"tr_6","CDI","C","O","JA",48807,"354b","ct_9",1813,"75"
72548,"tr_6","CDI","C","O","JA",34854,"465b","ct_9",1820,"75"
72549,"tr_6","CDI","C","O","QA",20368,"525d","ct_8",1820,"75"
72552,"tr_1","CDI","C","O","MA",56194,"373d","ct_9",1820,"92"
72557,"tr_5","CDI","C","O","JC",28067,"388d","ct_9",1166,"92"
72561,"tr_1","CDI","C","O","GZ",17728,"478a","ct_9",1561,"91"
72567,"tr_0","CDI","C","O","GZ",56348,"388b","ct_9",1970,"75"
72570,"tr_1","CDI","P","O","HZ",14713,"641a","ct_9",1447,"78"
72575,"tr_3","CDI","C","O","MA",68585,"373d","ct_9",1820,"75"
72582,"tr_4","AUT","C","X","QB",5683,"676e","ct_8",944,"92"
72583,"tr_3","CDI","C","O","JC",55246,"374d","ct_9",2002,"75"
72594,"tr_2","CDI","C","O","PZ",18420,"421b","ct_9",1644,"78"
72597,"tr_4","CDI","C","O","GZ",67622,"462a","ct_9",1976,"77"
72598,"tr_3","CDI","C","O","MA",28770,"373d","ct_9",1925,"75"
72608,"tr_1","CDI","C","O","MA",34048,"472a","ct_6",1970,"94"
72609,"tr_6","CDI","P","O","QA",15231,"526a","ct_8",647,"75"
72614,"tr_3","CDI","C","O","GZ",50273,"431a","ct_9",1795,"92"
72618,"tr_6","CDI","C","O","JC",26187,"375a","ct_9",1820,"75"
72620,"tr_4","CDI","P","O","PZ",16160,"388c","ct_8",517,"75"
72622,"tr_6","CDI","N","O","MA",36400,"372a","ct_9",1701,"75"
72623,"tr_5","CDI","C","O","JA",30671,"352a","ct_9",1950,"75"
72627,"tr_4","CDI","P","O","LZ",13677,"525d","ct_9",1219,"75"
72630,"tr_1","CDI","C","O","QA",13757,"526b","ct_9",1669,"75"
72631,"tr_4","CDI","C","O","QB",11371,"431f","ct_8",1343,"75"
72639,"tr_4","CDI","C","O","LZ",18080,"461b","ct_9",1552,"92"
72641,"tr_6","CDI","C","O","HZ",28732,"462c","ct_9",2103,"93"
72676,"tr_3","CDI","C","O","MC",98575,"375b","ct_9",1820,"75"
72678,"tr_2","CDI","C","O","IZ",7007,"543b","ct_9",648,"77"
72680,"tr_1","CDD","N","O","JA",23010,"465b","ct_9",651,"75"
72684,"tr_6","CDI","P","O","QA",33618,"344a","ct_3",1274,"75"
72692,"tr_1","CDI","N","O","TZ",17204,"563a","ct_7",2005,"75"
72693,"tr_1","CDI","P","O","IZ",1954,"561c","ct_6",152,"75"
72704,"tr_1","CDI","C","O","FZ",28619,"481b","ct_9",1701,"75"
72706,"tr_6","CDI","P","O","HZ",22190,"333c","ct_9",1278,"75"
72708,"tr_5","CDI","C","O","CL",27305,"473b","ct_9",1405,"93"
72716,"tr_3","CDI","C","O","NZ",20974,"564a","ct_9",1775,"75"
72720,"tr_4","CDI","P","O","SZ",3623,"563b","ct_9",398,"92"
72728,"tr_6","CDI","C","O","HZ",26745,"466b","ct_9",1820,"95"
72729,"tr_6","CDI","C","O","CL",69613,"384a","ct_9",1906,"92"
72733,"tr_6","CDI","C","O","JA",32405,"353c","ct_9",1836,"75"
72735,"tr_0","APP","C","A","GZ",16017,"462e","ct_9",2006,"75"
72739,"tr_5","CDI","P","O","GZ",11940,"554b","ct_9",748,"75"
72740,"tr_6","CDI","C","O","JB",54131,"372b","ct_9",1820,"93"
72745,"tr_6","CDI","C","O","KZ",39664,"464a","ct_8",1841,"75"
72751,"tr_3","CDI","C","O","NZ",58763,"465a","ct_9",1820,"75"
72752,"tr_6","CDI","C","O","JC",35177,"388a","ct_9",1960,"92"
72763,"tr_6","CDI","C","O","OZ",38518,"373b","ct_5",1820,"75"
72769,"tr_1","CDI","N","O","MA",28519,"388a","ct_9",1365,"75"
72771,"tr_5","CDI","N","O","NZ",16934,"465a","ct_9",754,"75"
72773,"tr_1","CDI","C","O","JC",39072,"388a","ct_9",1589,"75"
72784,"tr_6","CDI","C","O","IZ",33038,"372c","ct_9",1516,"78"
72787,"tr_1","CDI","C","O","GZ",5946,"554a","ct_6",560,"75"
72788,"tr_6","CDI","C","O","OZ",58884,"331a","ct_1",1820,"75"
72789,"tr_6","CDI","C","O","KZ",31985,"462c","ct_5",1824,"75"
72794,"tr_5","CDI","C","O","FZ",66166,"382d","ct_9",1210,"91"
72797,"tr_6","APP","C","A","OZ",3522,"524b","ct_1",303,"75"
72801,"tr_1","CDI","P","O","GZ",9573,"344d","ct_9",360,"75"
72802,"tr_6","APP","C","A","MC",16940,"375b","ct_9",1373,"92"
72803,"tr_5","CDI","C","O","CB",64089,"374d","ct_9",607,"75"
72811,"tr_1","CDI","C","O","CB",42262,"387a","ct_9",1796,"75"
72815,"tr_5","CDI","C","O","MA",63389,"371a","ct_9",1820,"78"
72838,"tr_4","CDI","C","O","JC",34196,"388a","ct_9",1561,"75"
72842,"tr_1","CDI","C","O","HZ",62966,"389a","ct_9",1820,"92"
72844,"tr_3","CDI","C","O","MA",16436,"477d","ct_8",1637,"75"
72845,"tr_2","CDD","N","O","JA",60489,"353c","ct_9",1078,"75"
72849,"tr_3","CDI","C","O","JC",42566,"376b","ct_9",1821,"75"
72853,"tr_1","CDD","P","O","RZ",4457,"637c","ct_8",521,"93"
72856,"tr_4","CDD","C","O","QB",25601,"525d","ct_8",1963,"75"
72867,"tr_0","CDI","N","O","TZ",2729,"563a","ct_7",279,"75"
72868,"tr_3","CDI","P","O","QA",44800,"311c","ct_8",1653,"75"
72871,"tr_5","CDI","C","O","MC",42616,"375a","ct_9",1585,"93"
72884,"tr_6","CDI","C","O","OZ",60146,"333a","ct_1",1820,"75"
72886,"tr_2","CDI","C","O","IZ",9432,"561d","ct_9",1107,"75"
72889,"tr_4","CDI","C","O","PZ",26251,"341a","ct_8",1954,"75"
72890,"tr_2","AUT","C","X","JC",3271,"462e","ct_9",546,"78"
72892,"tr_5","CDI","C","O","GZ",62561,"373d","ct_9",1820,"92"
72904,"tr_2","APP","C","A","KZ",5513,"465a","ct_9",493,"92"
72906,"tr_6","CDI","C","O","HZ",28970,"387b","ct_9",1348,"94"
72910,"tr_1","CDD","P","O","NZ",4539,"564a","ct_8",372,"75"
72913,"tr_2","CDI","C","O","JA",22320,"375b","ct_9",1820,"75"
72914,"tr_5","CDI","C","O","MB",50963,"385a","ct_9",1758,"75"
72917,"tr_5","CDI","C","O","JA",29094,"352a","ct_9",1820,"75"
72918,"tr_2","AUT","C","X","JC",13966,"478a","ct_9",1521,"75"
72919,"tr_0","CDD","C","O","KZ",14824,"376e","ct_9",456,"92"
72924,"tr_2","CDI","C","O","HZ",10843,"643a","ct_9",915,"91"
72927,"tr_5","CDI","C","O","OZ",38195,"376f","ct_1",2028,"75"
72928,"tr_6","CDI","C","O","HZ",20506,"451a","ct_9",1811,"75"
72932,"tr_5","CDI","C","O","OZ",39435,"333a","ct_1",1820,"75"
72949,"tr_0","CDI","C","O","KZ",53279,"376d","ct_9",2919,"75"
72950,"tr_3","APP","C","A","MC",11171,"464a","ct_9",1695,"75"
72951,"tr_6","CDI","C","O","KZ",51875,"376d","ct_9",1820,"75"
72954,"tr_5","CDI","C","O","JA",59648,"352a","ct_9",1972,"75"
72959,"tr_3","CDI","C","O","PZ",2175,"422c","ct_8",152,"91"
72960,"tr_1","CDD","C","O","MA",5900,"461e","ct_9",322,"75"
72961,"tr_0","CDI","P","O","MA",10959,"372a","ct_9",304,"75"
72967,"tr_5","CDI","C","O","MA",50335,"461e","ct_9",1722,"75"
72969,"tr_5","AUT","C","X","MC",9473,"461f","ct_9",1289,"92"
72970,"tr_6","CDI","C","O","HZ",42460,"387e","ct_9",1633,"75"
72973,"tr_6","CDI","C","O","KZ",54750,"375a","ct_9",1778,"92"
72980,"tr_6","CDI","C","O","DZ",27059,"477c","ct_9",1771,"93"
72982,"tr_6","CDI","C","O","CF",46363,"484a","ct_9",2010,"94"
72983,"tr_3","CDI","C","O","JA",66374,"352a","ct_9",1596,"75"
72987,"tr_6","CDI","C","O","QA",34086,"431d","ct_8",1800,"94"
72988,"tr_6","CDI","C","O","GZ",41265,"372e","ct_9",1820,"92"
72989,"tr_6","CDI","C","O","QA",63817,"344a","ct_8",1850,"75"
72997,"tr_5","CDD","C","O","MA",24644,"372e","ct_9",1065,"75"
72999,"tr_6","CDI","C","O","MB",18263,"431f","ct_8",715,"75"
73012,"tr_3","CDI","C","O","GZ",21804,"633a","ct_9",1549,"92"
73018,"tr_6","CDI","P","O","CB",61746,"554f","ct_9",980,"75"
73019,"tr_1","CDI","C","O","LZ",21940,"374a","ct_9",1820,"75"
73032,"tr_6","CDI","C","O","KZ",30845,"388c","ct_9",1974,"93"
73037,"tr_1","CDI","C","O","JC",11240,"463a","ct_9",1323,"73"
73039,"tr_3","CDI","C","O","PZ",19017,"422c","ct_8",806,"75"
73041,"tr_3","CDD","N","O","JA",27875,"465b","ct_9",1820,"75"
73043,"tr_1","CDI","C","O","NZ",51041,"564a","ct_8",3000,"75"
73045,"tr_1","CDI","C","O","IZ",10771,"377a","ct_9",459,"95"
73047,"tr_4","CDI","C","O","GZ",50455,"372c","ct_9",1820,"75"
73049,"tr_2","APP","C","A","JA",18263,"476a","ct_9",1813,"75"
73050,"tr_3","CDI","C","O","QB",41629,"373d","ct_8",1787,"93"
73052,"tr_1","CDI","C","O","IZ",9996,"561d","ct_9",844,"75"
73054,"tr_5","CDD","C","O","GZ",21505,"389a","ct_9",1068,"75"
73058,"tr_5","CDD","C","O","SZ",22251,"564a","ct_4",1830,"75"
73068,"tr_3","CDI","C","O","MC",35569,"375a","ct_9",1715,"75"
73072,"tr_5","CDI","C","O","CI",40110,"478a","ct_9",1778,"92"
73074,"tr_5","CDI","C","O","NZ",14576,"684b","ct_9",1556,"93"
73091,"tr_4","CDI","C","O","GZ",23638,"374a","ct_9",1353,"75"
73092,"tr_1","CDI","C","O","LZ",34950,"462e","ct_9",1687,"75"
73098,"tr_1","CDI","C","O","FZ",9908,"632g","ct_9",1180,"78"
73100,"tr_6","CDD","C","O","OZ",20165,"451g","ct_2",1820,"93"
73110,"tr_5","CDI","C","O","JA",48095,"388c","ct_9",1820,"75"
73111,"tr_4","CDI","N","O","JC",34355,"372a","ct_9",1820,"75"
73120,"tr_6","CDI","C","O","MB",54182,"342g","ct_5",2017,"91"
73133,"tr_5","CDI","P","O","MB",23938,"451e","ct_1",1592,"75"
73138,"tr_4","CDI","C","O","KZ",56658,"376a","ct_9",1820,"75"
73144,"tr_3","CDI","C","O","CI",50243,"373c","ct_9",1820,"75"
73161,"tr_3","CDI","C","O","QB",57127,"344b","ct_8",1838,"92"
73170,"tr_6","CDI","C","O","JC",42690,"388a","ct_9",1820,"92"
73171,"tr_6","CDI","C","O","MC",58688,"465a","ct_9",1820,"75"
73173,"tr_0","CDI","C","O","RZ",5279,"552a","ct_9",410,"75"
73178,"tr_5","CDI","C","O","MB",40046,"374d","ct_9",1652,"06"
73179,"tr_4","CDI","C","O","JC",53225,"373d","ct_9",1820,"92"
73182,"tr_6","CDI","C","O","OZ",28493,"461f","ct_8",1788,"92"
73186,"tr_2","CDI","C","O","KZ",22408,"467b","ct_9",1830,"75"
73194,"tr_6","CDI","C","O","MA",38886,"372a","ct_9",1820,"92"
73198,"tr_1","CDI","C","O","QB",12451,"526c","ct_9",1614,"75"
73208,"tr_6","CDI","C","O","KZ",14461,"467b","ct_9",1520,"92"
73214,"tr_6","CDI","C","O","NZ",13786,"534a","ct_9",1669,"60"
73217,"tr_0","CDI","C","O","QB",18379,"525d","ct_8",1835,"92"
73219,"tr_6","CDI","C","O","CA",43760,"461b","ct_9",1813,"92"
73220,"tr_5","CDD","P","O","MB",18965,"524b","ct_1",661,"13"
73223,"tr_6","CDI","C","O","KZ",45184,"372e","ct_9",1133,"75"
73230,"tr_3","CDI","C","O","MB",51190,"344d","ct_9",2030,"13"
73234,"tr_2","CDI","C","O","IZ",9498,"561c","ct_9",787,"75"
73236,"tr_4","CDI","C","O","JC",12118,"388c","ct_9",467,"92"
73237,"tr_6","CDI","P","O","KZ",56743,"344b","ct_9",1722,"75"
73240,"tr_6","CDI","C","O","JA",44589,"352a","ct_9",1820,"75"
73246,"tr_0","CDD","N","O","RZ",5594,"465b","ct_8",511,"77"
73248,"tr_4","APP","C","A","LZ",20377,"463e","ct_9",1813,"94"
73260,"tr_2","CDI","C","O","SZ",18905,"421a","ct_8",1934,"75"
73263,"tr_3","CDI","C","O","JC",26390,"388c","ct_9",1340,"75"
